Production Line Tag,Manufactured Part Code,Shift Date,Gross Quantity Produced,Conforming Quality Qty,Unplanned Downtime Duration
LIN-WLD-02-2,PRD-PLT-005-2,2024-05-31,1086,1017,92 mins
LIN-CNC-02-6,PRD-BRK-220-6,2025-09-25,1917,1884,19 min
LIN-WLD-02-9,PRD-PLT-005-9,2024-04-17,999,936,20
LIN-WLD-02-4,PRD-CHS-010-4,2026-02-24,1113,1092,1
LIN-EDR-01-5,PRD-STA-320-5,2024-05-02,1007,981,82
LIN-PNT-01-7,PRD-HSG-450-7,2024-06-11,3050,2967,45
LIN-EDR-01-3,PRD-STA-320-3,2024-03-16,444,416,8
LIN-PNT-01,PRD-FLG-880,2025-08-26,2786,2556,45
LIN-EDR-01-8,PRD-STA-320-8,2025-03-26,1042,1037,28 min
LIN-PRS-01-7,PRD-BRK-220-7,2024-10-14,2943,2752,62
LIN-EDR-02-4,PRD-MOT-500-4,2025-05-15,1448,1390,19
LIN-PNT-01-10,PRD-FLG-880-10,2024-10-04,2384,2278,36
LIN-CNC-01-3,PRD-VAL-101-3,2024-06-04,1407,1310,149 mins
LIN-CNC-02-7,PRD-BRK-220-7,2026-05-11,2750,2712,53
LIN-WLD-02-9,PRD-CHS-010-9,2026-01-22,1218,1124,26 min
LIN-WLD-02-6,PRD-CHS-010-6,2024-06-16,290,272,59 min
LIN-WLD-02,PRD-CHS-010,2025-12-21,330,326,58 min
LIN-WLD-01,PRD-CHS-010,2025-02-12,1229,1207,19 min
LIN-WLD-02-7,PRD-PLT-005-7,2025-03-25,1139,1058,4 min
LIN-CNC-01-4,PRD-FLG-880-4,2025-07-01,2134,2022,2.1 hrs
LIN-EDR-01-8,PRD-STA-320-8,2025-10-21,1332,1280,81
LIN-PNT-01-2,PRD-HSG-450-2,2024-06-12,2635,2552,1 min
LIN-PNT-01-5,PRD-HSG-450-5,2026-01-23,3485,3450,35 min
LIN-EDR-02-6,PRD-MOT-500-6,2025-05-19,1159,1072,19
LIN-CNC-01-10,PRD-FLG-880-10,2026-06-08,1536,1513,17 min
LIN-CNC-01-8,PRD-VAL-101-8,2024-09-27,1812,1630,17 min
LIN-CNC-02-8,PRD-FLG-880-8,2026-05-19,2018,1836,22 min
LIN-CNC-02-7,,2024-02-16,,,Line Maintenance
LIN-CNC-01-4,PRD-FLG-880-4,2024-09-03,1900,1814,4
LIN-PNT-01-7,PRD-HSG-450-7,2025-12-04,2787,2711,11 min
LIN-PRS-01-5,PRD-BRK-220-5,2025-08-12,3405,3266,133 mins
LIN-PNT-01-7,PRD-HSG-450-7,2024-08-28,2260,2178,41 min
LIN-CNC-01-7,PRD-VAL-101-7,2025-09-02,1604,1539,10 min
LIN-CNC-01-2,PRD-VAL-101-2,2025-01-24,1837,1812,1
LIN-CNC-01-5,PRD-VAL-101-5,2025-01-21,1733,1722,10
LIN-WLD-01-2,PRD-CHS-010-2,2024-04-04,874,827,14 min
LIN-PNT-01-10,PRD-HSG-450-10,2024-07-19,3002,2954,55
LIN-CNC-01,PRD-FLG-880,2025-06-25,1899,1857,177
LIN-PNT-01-7,PRD-HSG-450-7,2024-05-14,2840,2801,17
LIN-PNT-01-10,PRD-HSG-450-10,2025-07-15,3076,2788,57
LIN-PNT-01-3,PRD-HSG-450-3,2026-03-24,2156,2030,11
LIN-EDR-02-5,PRD-MOT-500-5,2026-06-10,1443,1407,25 min
LIN-CNC-01-2,PRD-VAL-101-2,2024-12-09,2214,2152,200
LIN-CNC-01,PRD-VAL-101,2024-05-30,2111,1902,152
LIN-CNC-01-4,PRD-VAL-101-4,2025-03-28,1733,1645,2
LIN-WLD-02-4,PRD-PLT-005-4,2025-10-01,1413,1386,24 min
LIN-WLD-01-8,PRD-CHS-010-8,2026-05-27,1104,1096,6 min
LIN-CNC-01-5,PRD-VAL-101-5,2025-05-25,446,414,8
LIN-PNT-01-7,PRD-FLG-880-7,2024-05-07,2370,2020,18
LIN-PNT-01-2,PRD-FLG-880-2,2025-01-13,3549,3359,117
LIN-WLD-02-10,PRD-PLT-005-10,2025-09-01,1153,1079,29 min
LIN-WLD-02-9,PRD-CHS-010-9,2024-01-31,1039,1020,16 min
LIN-PNT-01-9,PRD-HSG-450-9,2026-05-28,2646,2511,2.4 hrs
LIN-EDR-01-10,PRD-STA-320-10,2024-03-15,1569,1527,1.4 hrs
LIN-PRS-01-4,PRD-PLT-005-4,2024-12-18,2431,2422,69
LIN-WLD-02-5,PRD-PLT-005-5,2024-01-23,986,978,16
LIN-PRS-01-8,PRD-PLT-005-8,2024-07-04,2774,2582,30
LIN-PNT-01,PRD-HSG-450,2025-09-30,3147,3058,25 min
LIN-PRS-01-8,PRD-PLT-005-8,2025-08-28,2775,2699,12
LIN-WLD-01-8,PRD-CHS-010-8,2025-10-27,956,928,5 min
LIN-PRS-01-3,PRD-PLT-005-3,2026-06-25,3359,3313,186 mins
LIN-EDR-02-9,PRD-MOT-500-9,2026-05-19,1429,1416,10 min
LIN-PNT-01-4,PRD-FLG-880-4,2024-08-01,2043,1950,253 mins
LIN-CNC-02-3,PRD-FLG-880-3,2026-05-01,2594,2421,9
LIN-EDR-02-7,PRD-MOT-500-7,2025-02-14,1294,1257,32 min
LIN-CNC-02-7,PRD-BRK-220-7,2025-08-06,2525,2502,52
LIN-WLD-02-3,PRD-PLT-005-3,2025-01-08,1314,1208,13 min
LIN-EDR-02-2,PRD-MOT-500-2,2025-10-01,1172,1128,44
LIN-CNC-02-5,PRD-BRK-220-5,2026-02-12,1745,1711,6 min
LIN-CNC-02-3,PRD-BRK-220-3,2024-11-11,2004,1980,16
LIN-CNC-01-10,PRD-VAL-101-10,2024-05-14,1811,1804,109 mins
LIN-PRS-01-9,PRD-BRK-220-9,2026-01-09,3580,3295,4.2 hrs
LIN-CNC-01-6,PRD-VAL-101-6,2025-03-19,1681,1619,39
LIN-WLD-01-8,PRD-CHS-010-8,2024-08-15,790,757,14
LIN-EDR-01,,2025-03-10,,,Line Maintenance
LIN-CNC-02-5,PRD-FLG-880-5,2024-05-13,2056,2037,29 min
LIN-PRS-01-2,PRD-PLT-005-2,2025-07-24,3848,3635,6 min
LIN-CNC-02-4,PRD-BRK-220-4,2024-10-29,2208,2190,14
LIN-CNC-02-3,PRD-BRK-220-3,2026-03-31,1982,1885,18
LIN-CNC-02-6,PRD-BRK-220-6,2025-08-29,2516,2485,142 mins
LIN-CNC-01-6,PRD-FLG-880-6,2024-03-29,1669,1606,2 min
LIN-WLD-02-9,PRD-CHS-010-9,2024-12-11,968,962,1
LIN-PRS-01-4,PRD-PLT-005-4,2025-12-10,3250,3070,187
LIN-PNT-01-5,PRD-HSG-450-5,2026-04-05,1004,945,31 min
LIN-PRS-01-9,PRD-PLT-005-9,2025-05-14,3559,3540,49 min
LIN-CNC-01-2,PRD-FLG-880-2,2025-09-18,2003,1915,16 min
LIN-CNC-01-2,PRD-FLG-880-2,2025-03-14,2006,1935,150
LIN-PNT-01-5,PRD-FLG-880-5,2025-05-12,2856,2660,17 min
LIN-CNC-02-6,PRD-FLG-880-6,2024-01-10,2428,2303,21
LIN-WLD-02-10,PRD-CHS-010-10,2024-11-04,982,952,33 min
LIN-CNC-01-3,PRD-VAL-101-3,2024-01-11,1838,1763,12 min
LIN-PNT-01-3,PRD-FLG-880-3,2024-04-30,2827,2694,12
LIN-PRS-01-3,PRD-PLT-005-3,2024-08-30,2950,2744,4
LIN-WLD-02-4,PRD-CHS-010-4,2025-01-15,1015,1014,1 min
LIN-EDR-02-3,PRD-MOT-500-3,2026-05-29,1194,1163,202 mins
LIN-PNT-01-10,PRD-FLG-880-10,2025-11-06,3644,3598,2 min
LIN-WLD-02-5,PRD-CHS-010-5,2024-01-08,1228,1162,1.4 hrs
LIN-CNC-01-8,PRD-VAL-101-8,2025-05-23,1791,1774,23 min
LIN-PRS-01-3,PRD-PLT-005-3,2025-06-06,2743,2690,5
LIN-PRS-01-5,PRD-BRK-220-5,2025-08-18,2715,2676,17 min
LIN-CNC-01-5,PRD-VAL-101-5,2024-08-20,2356,2304,14 min
LIN-WLD-01-7,PRD-CHS-010-7,2025-02-11,1116,1092,32 min
LIN-PRS-01-7,PRD-BRK-220-7,2025-05-26,3059,3026,28 min
LIN-PRS-01-7,PRD-BRK-220-7,2024-11-20,2475,2442,42 min
LIN-CNC-01-10,PRD-VAL-101-10,2024-10-18,2281,2172,64 mins
LIN-EDR-02-9,PRD-MOT-500-9,2026-03-15,459,434,0
LIN-EDR-02-5,PRD-MOT-500-5,2024-08-28,1506,1492,50
LIN-CNC-01-4,PRD-FLG-880-4,2024-02-01,1427,1377,17 min
LIN-WLD-01-5,PRD-CHS-010-5,2025-01-03,833,823,1.8 hrs
LIN-PRS-01-10,PRD-PLT-005-10,2025-09-30,2575,2405,3
LIN-CNC-01-9,PRD-VAL-101-9,2026-02-04,1935,1848,17
LIN-CNC-02-6,PRD-BRK-220-6,2024-02-20,2034,2011,77
LIN-EDR-02-4,PRD-MOT-500-4,2026-06-10,1522,1504,201 mins
LIN-PRS-01,PRD-PLT-005,2024-12-27,4253,4078,13
LIN-WLD-02-4,PRD-PLT-005-4,2026-01-16,1097,1075,2.4 hrs
LIN-CNC-01-5,PRD-VAL-101-5,2025-08-08,1505,1475,5
LIN-WLD-02,PRD-PLT-005,2025-04-30,1220,1160,32
LIN-CNC-02-3,PRD-BRK-220-3,2025-04-25,2074,2003,6
LIN-PNT-01-2,PRD-FLG-880-2,2026-01-04,1304,1229,142
LIN-CNC-02,PRD-FLG-880,2024-11-05,2261,2199,165 mins
LIN-PRS-01-9,PRD-PLT-005-9,2024-09-12,2484,2455,2 min
LIN-WLD-01-7,PRD-CHS-010-7,2024-04-19,759,736,35
LIN-CNC-01-5,PRD-FLG-880-5,2024-09-14,530,516,39
LIN-EDR-02-5,PRD-MOT-500-5,2026-04-01,1246,1227,22
LIN-WLD-01-6,PRD-CHS-010-6,2025-06-10,955,884,34 min
LIN-CNC-01-10,PRD-FLG-880-10,2025-11-06,2283,2280,126 mins
LIN-CNC-02-3,PRD-FLG-880-3,2026-01-06,2208,2096,32 min
LIN-EDR-01-6,PRD-STA-320-6,2026-02-02,1102,1037,81
LIN-CNC-01-10,PRD-VAL-101-10,2025-10-09,2130,2038,42
LIN-WLD-02-4,PRD-PLT-005-4,2026-03-16,1377,1344,108
LIN-EDR-02-7,PRD-MOT-500-7,2025-08-20,1798,1736,32 min
LIN-PRS-01-9,PRD-BRK-220-9,2025-05-02,2563,2466,13 min
LIN-PRS-01-7,PRD-PLT-005-7,2026-02-11,3826,3684,47
LIN-PNT-01-10,PRD-FLG-880-10,2024-10-14,3352,3311,20
LIN-PRS-01,PRD-BRK-220,2026-02-11,3234,3156,41 min
LIN-WLD-01-6,PRD-CHS-010-6,2025-08-24,359,351,23
LIN-EDR-02-4,PRD-MOT-500-4,2025-09-01,1413,1359,38 min
LIN-EDR-02-5,PRD-MOT-500-5,2024-05-06,1235,1190,3.2 hrs
LIN-WLD-02-2,PRD-CHS-010-2,2025-06-23,1183,1163,20
LIN-PRS-01-7,PRD-BRK-220-7,2025-06-10,3780,3299,2.5 hrs
LIN-PRS-01-8,PRD-PLT-005-8,2024-04-01,2667,2477,43 min
LIN-EDR-01-5,PRD-STA-320-5,2025-07-28,992,965,47 min
LIN-EDR-01-3,PRD-STA-320-3,2024-12-31,1097,1042,-
LIN-CNC-02-3,PRD-BRK-220-3,2024-10-21,2064,1971,5
LIN-PRS-01,PRD-BRK-220,2025-05-21,3314,3171,228
LIN-WLD-02-10,PRD-CHS-010-10,2024-03-26,1172,1119,12
LIN-EDR-01,PRD-STA-320,2024-12-31,1386,1369,170 mins
LIN-PRS-01-10,PRD-BRK-220-10,2025-09-01,2916,2847,4 min
LIN-EDR-02-8,PRD-MOT-500-8,2024-10-21,1386,1270,21 min
LIN-WLD-02-4,PRD-CHS-010-4,2024-06-28,1271,1226,72
LIN-PRS-01-3,PRD-BRK-220-3,2026-02-15,1304,1259,9 min
LIN-PNT-01,PRD-FLG-880,2024-07-03,2926,2868,37
LIN-PNT-01,PRD-HSG-450,2025-08-23,1248,1225,7 min
LIN-PNT-01-6,PRD-HSG-450-6,2025-03-17,3434,3314,1.4 hrs
LIN-CNC-02-9,PRD-BRK-220-9,2026-03-02,2297,2262,78
LIN-PNT-01-2,PRD-HSG-450-2,2024-05-08,2919,2870,39 min
LIN-PRS-01-8,PRD-BRK-220-8,2024-12-27,2595,2537,191
LIN-PNT-01-6,PRD-HSG-450-6,2025-10-08,2769,2721,79
LIN-CNC-01-2,PRD-VAL-101-2,2025-11-11,1906,1809,3 min
LIN-EDR-02,PRD-MOT-500,2024-12-03,1496,1453,36 min
LIN-WLD-01-9,PRD-CHS-010-9,2025-12-11,957,936,12 min
LIN-CNC-01-8,PRD-FLG-880-8,2024-03-14,1633,1615,1 min
LIN-WLD-01-7,PRD-CHS-010-7,2024-07-24,863,844,6
LIN-CNC-02-4,PRD-BRK-220-4,2024-11-16,875,871,13
LIN-PRS-01-2,PRD-PLT-005-2,2025-07-14,2744,2698,10 min
LIN-PRS-01-6,PRD-PLT-005-6,2025-12-07,1037,985,2
LIN-PRS-01-4,PRD-PLT-005-4,2024-03-14,3249,3108,2.1 hrs
LIN-PNT-01-3,PRD-FLG-880-3,2025-10-23,2258,2210,13 min
LIN-WLD-01-3,PRD-CHS-010-3,2024-03-21,931,915,4.2 hrs
LIN-WLD-02-7,PRD-CHS-010-7,2025-08-25,866,842,52
LIN-CNC-02-2,PRD-BRK-220-2,2026-06-23,2694,2542,125 mins
LIN-WLD-02,PRD-CHS-010,2024-12-16,1213,1194,-
LIN-PRS-01-4,PRD-BRK-220-4,2026-03-27,3157,3044,1.7 hrs
LIN-CNC-01-3,PRD-VAL-101-3,2024-10-28,1668,1504,15
LIN-PNT-01-5,PRD-HSG-450-5,2024-10-24,2209,2182,159
LIN-PNT-01-10,PRD-FLG-880-10,2026-01-20,2093,1778,179
LIN-CNC-02-8,PRD-FLG-880-8,2025-01-24,2711,2593,5 min
LIN-PNT-01-7,PRD-FLG-880-7,2026-05-25,2659,2446,27 min
LIN-WLD-02-8,PRD-CHS-010-8,2024-09-27,1039,1002,194 mins
LIN-EDR-01-10,PRD-STA-320-10,2025-08-21,1141,1083,10 min
LIN-WLD-02-4,PRD-CHS-010-4,2025-09-07,341,326,21
LIN-CNC-02-6,PRD-FLG-880-6,2024-03-05,1891,1885,211 mins
LIN-CNC-01-5,PRD-FLG-880-5,2025-08-13,2562,2444,12
LIN-CNC-01-3,PRD-VAL-101-3,2024-03-21,1752,1710,5
LIN-PNT-01,PRD-HSG-450,2025-10-21,2592,2516,10
LIN-WLD-01-8,PRD-CHS-010-8,2024-09-24,823,808,28
LIN-CNC-01-4,PRD-VAL-101-4,2026-03-02,2375,2312,13
LIN-PNT-01-9,PRD-FLG-880-9,2026-04-22,2611,2377,52 min
LIN-PNT-01-8,PRD-FLG-880-8,2024-08-29,2952,2938,55
LIN-PNT-01-4,PRD-HSG-450-4,2024-08-15,3550,3153,148
LIN-WLD-01-4,PRD-CHS-010-4,2024-09-10,871,860,3 min
LIN-PNT-01-7,PRD-HSG-450-7,2025-06-15,1025,988,25
LIN-PNT-01,PRD-FLG-880,2024-03-11,2670,2645,59
LIN-PNT-01-8,PRD-HSG-450-8,2024-12-19,2365,2302,118
LIN-WLD-02,PRD-PLT-005,2026-06-03,1383,1308,80
LIN-CNC-02-10,PRD-FLG-880-10,2026-03-18,2910,2840,70
LIN-WLD-02-3,PRD-CHS-010-3,2024-06-11,1374,1334,123
LIN-WLD-02-5,PRD-CHS-010-5,2024-10-15,1033,1004,2
LIN-PRS-01-5,PRD-BRK-220-5,2025-11-14,3383,3310,67
LIN-PRS-01-6,PRD-BRK-220-6,2025-08-26,4097,3824,0
LIN-PNT-01,PRD-FLG-880,2024-02-01,3045,2978,20
LIN-EDR-01,PRD-STA-320,2024-05-22,1133,1117,1.8 hrs
LIN-PRS-01-8,PRD-BRK-220-8,2026-01-14,4245,4140,256
LIN-PNT-01,PRD-FLG-880,2025-06-13,2228,2121,43
LIN-PRS-01-6,PRD-PLT-005-6,2025-09-08,2725,2499,1.8 hrs
LIN-EDR-02-3,PRD-MOT-500-3,2024-12-05,1483,1332,12 min
LIN-PNT-01-2,PRD-HSG-450-2,2024-03-25,3107,2967,175
LIN-PRS-01-9,PRD-PLT-005-9,2025-04-07,2807,2722,41
LIN-CNC-01-5,PRD-FLG-880-5,2026-06-30,1794,1713,22
LIN-EDR-02-4,PRD-MOT-500-4,2025-01-28,1253,1156,1.2 hrs
LIN-PRS-01-4,PRD-PLT-005-4,2026-05-09,1449,1394,123 mins
LIN-WLD-02-5,PRD-PLT-005-5,2024-04-16,1204,1144,4
LIN-CNC-01,PRD-VAL-101,2025-11-21,1900,1823,8 min
LIN-WLD-02-5,PRD-PLT-005-5,2024-12-23,872,835,10
LIN-EDR-02-2,PRD-MOT-500-2,2026-01-12,1145,1114,14
LIN-PRS-01-2,PRD-PLT-005-2,2024-03-31,1197,1189,3.5 hrs
LIN-WLD-02-6,PRD-CHS-010-6,2026-05-20,1007,959,11
LIN-PRS-01-9,PRD-BRK-220-9,2024-08-13,3730,3625,3
LIN-EDR-02-7,PRD-MOT-500-7,2025-06-12,1597,1560,137 mins
LIN-CNC-01-3,PRD-VAL-101-3,2025-08-04,1517,1383,1
LIN-PNT-01-3,PRD-FLG-880-3,2025-03-04,2850,2798,44
LIN-PNT-01-2,PRD-FLG-880-2,2024-12-24,2439,2287,5 min
LIN-PNT-01-9,PRD-FLG-880-9,2025-02-08,858,828,22
LIN-CNC-01-2,PRD-VAL-101-2,2025-08-19,1776,1584,7
LIN-CNC-02-7,PRD-FLG-880-7,2024-10-21,2482,2285,87
LIN-PNT-01-2,PRD-FLG-880-2,2026-04-30,3115,3032,38
LIN-PNT-01-10,PRD-HSG-450-10,2025-09-17,2554,2415,9
LIN-PNT-01-8,PRD-HSG-450-8,2025-07-22,2304,2100,102
LIN-PNT-01-3,PRD-FLG-880-3,2024-01-10,2492,2156,1
LIN-WLD-02-8,PRD-PLT-005-8,2024-11-14,1322,1308,93 mins
LIN-CNC-01-7,PRD-FLG-880-7,2025-10-29,1440,1389,13 min
LIN-CNC-02,PRD-FLG-880,2025-11-16,638,591,11 min
LIN-WLD-02-7,PRD-PLT-005-7,2025-04-14,1026,982,35 min
LIN-WLD-01-9,PRD-CHS-010-9,2025-05-07,1258,1227,3 min
LIN-CNC-01-3,PRD-FLG-880-3,2025-04-16,1664,1617,149
LIN-PNT-01-8,PRD-HSG-450-8,2024-05-15,2935,2913,3 min
LIN-EDR-02-10,PRD-MOT-500-10,2025-05-29,1491,1425,38 min
LIN-WLD-02-5,PRD-CHS-010-5,2025-07-17,951,941,16 min
LIN-PNT-01-7,PRD-HSG-450-7,2024-12-04,2261,2209,30 min
LIN-WLD-01-4,PRD-CHS-010-4,2025-07-08,1218,1208,28
LIN-WLD-02-9,PRD-CHS-010-9,2024-11-27,1077,1065,9
LIN-PRS-01-5,PRD-PLT-005-5,2025-11-19,3225,3115,14
LIN-CNC-01-9,PRD-VAL-101-9,2026-03-26,1840,1777,165
LIN-WLD-02-5,PRD-CHS-010-5,2025-04-08,1197,1166,5 min
LIN-PNT-01-4,PRD-FLG-880-4,2026-02-23,3219,3184,28 min
LIN-PNT-01-9,PRD-FLG-880-9,2024-01-30,2416,2227,58
LIN-CNC-01-8,PRD-VAL-101-8,2024-10-10,1686,1647,121 mins
LIN-PRS-01,PRD-PLT-005,2025-11-06,3128,3059,114 mins
LIN-CNC-01-3,PRD-VAL-101-3,2024-08-05,2231,2134,19
LIN-CNC-02-8,PRD-FLG-880-8,2025-10-03,2868,2600,97
LIN-EDR-02-8,PRD-MOT-500-8,2025-11-14,1222,1139,27
LIN-CNC-01-3,PRD-FLG-880-3,2026-04-20,2061,1884,72 mins
LIN-WLD-01-10,,2025-01-28,,,Line Maintenance
LIN-CNC-01-2,PRD-FLG-880-2,2026-02-07,677,665,42 min
LIN-EDR-02-7,PRD-MOT-500-7,2024-07-08,1607,1560,76
LIN-EDR-01-8,PRD-STA-320-8,2025-12-02,1397,1328,1.5 hrs
LIN-PRS-01-8,PRD-BRK-220-8,2025-02-17,3565,3457,20 min
LIN-PRS-01-4,PRD-PLT-005-4,2024-05-22,4004,3597,34 min
LIN-WLD-02-8,PRD-PLT-005-8,2025-03-27,1028,1006,208 mins
LIN-WLD-01-8,PRD-CHS-010-8,2024-06-10,723,668,9 min
LIN-CNC-02-6,PRD-FLG-880-6,2025-03-20,1790,1768,153 mins
LIN-EDR-01-8,PRD-STA-320-8,2025-06-24,1010,981,38
LIN-WLD-02-8,PRD-PLT-005-8,2025-12-24,1345,1291,122 mins
LIN-CNC-01-2,PRD-FLG-880-2,2025-09-25,1677,1626,69 mins
LIN-CNC-01-8,PRD-FLG-880-8,2024-09-14,644,632,12
LIN-WLD-02-5,PRD-CHS-010-5,2025-01-28,905,843,14
LIN-WLD-02-5,PRD-CHS-010-5,2026-01-23,1075,1030,4.2 hrs
LIN-EDR-02-9,PRD-MOT-500-9,2024-07-12,1301,1272,13
LIN-CNC-02-10,PRD-BRK-220-10,2026-02-11,2867,2767,10 min
LIN-WLD-02-5,PRD-PLT-005-5,2024-10-02,949,938,10 min
LIN-CNC-02-2,PRD-FLG-880-2,2025-09-29,1863,1692,23 min
LIN-WLD-02-9,PRD-CHS-010-9,2024-02-09,1241,1215,222
LIN-PNT-01-8,PRD-FLG-880-8,2026-04-29,2949,2836,1.2 hrs
LIN-WLD-02-5,PRD-PLT-005-5,2024-03-14,886,867,2.8 hrs
LIN-CNC-01-6,PRD-VAL-101-6,2025-05-26,2126,2021,1.4 hrs
LIN-PNT-01,PRD-FLG-880,2025-08-06,2077,1993,11
LIN-EDR-02-3,PRD-MOT-500-3,2024-12-23,1631,1574,14 min
LIN-WLD-02-7,PRD-PLT-005-7,2025-03-05,1074,1054,2.7 hrs
LIN-PNT-01-6,PRD-FLG-880-6,2025-03-24,2456,2287,6 min
LIN-WLD-02-2,PRD-PLT-005-2,2026-01-29,867,822,5 min
LIN-EDR-01-8,PRD-STA-320-8,2026-02-09,1342,1320,-
LIN-PRS-01-7,PRD-BRK-220-7,2025-05-23,3424,3294,28 min
LIN-CNC-01-6,PRD-FLG-880-6,2024-09-25,1893,1862,64
LIN-WLD-01-4,PRD-CHS-010-4,2024-04-23,1214,1161,44 min
LIN-PNT-01-5,PRD-FLG-880-5,2024-12-06,2982,2921,76 mins
LIN-PNT-01-6,PRD-FLG-880-6,2024-03-27,3542,3534,3.0 hrs
LIN-CNC-01,PRD-VAL-101,2025-11-11,1497,1441,51
LIN-WLD-02-7,PRD-CHS-010-7,2026-01-13,843,809,12
LIN-PRS-01-6,PRD-BRK-220-6,2024-09-02,3838,3635,57 min
LIN-CNC-02,PRD-BRK-220,2025-04-28,3221,3153,9
LIN-EDR-01-4,PRD-STA-320-4,2025-10-13,1416,1348,4 min
LIN-PNT-01,PRD-HSG-450,2026-02-12,3777,3741,-
LIN-WLD-02-8,PRD-CHS-010-8,2024-09-19,1082,1040,49
LIN-PNT-01-7,PRD-FLG-880-7,2024-01-19,3862,3728,21 min
LIN-PNT-01-10,PRD-FLG-880-10,2025-12-09,3102,3070,19 min
LIN-EDR-02-6,PRD-MOT-500-6,2026-03-16,1488,1480,3.2 hrs
LIN-PRS-01-3,PRD-PLT-005-3,2026-06-15,3766,3572,48
LIN-WLD-02-6,PRD-PLT-005-6,2024-12-03,863,827,22
LIN-WLD-01-4,PRD-CHS-010-4,2026-03-17,1015,995,119 mins
LIN-PRS-01-10,PRD-BRK-220-10,2024-07-15,2208,2181,44 min
LIN-CNC-01-4,PRD-FLG-880-4,2026-01-16,2069,2017,3
LIN-WLD-02-10,PRD-PLT-005-10,2026-01-08,888,862,16 min
LIN-PRS-01-8,PRD-BRK-220-8,2025-03-27,3548,3521,201 mins
LIN-WLD-02-7,PRD-PLT-005-7,2024-10-31,1289,1269,41 min
LIN-CNC-01-8,PRD-FLG-880-8,2025-11-21,1887,1819,21
LIN-EDR-01-5,PRD-STA-320-5,2025-08-11,992,976,5
LIN-PNT-01-8,PRD-HSG-450-8,2026-05-22,3045,3031,5 min
LIN-PNT-01-5,PRD-FLG-880-5,2024-06-20,2874,2851,23
LIN-PRS-01-9,PRD-PLT-005-9,2024-10-01,3547,3406,38 min
LIN-WLD-01-3,PRD-CHS-010-3,2025-06-30,948,876,135 mins
LIN-CNC-01-8,PRD-VAL-101-8,2025-04-18,2381,2339,4 min
LIN-WLD-02-8,PRD-CHS-010-8,2025-07-01,1061,1055,7 min
LIN-CNC-01-7,PRD-FLG-880-7,2024-12-06,1754,1736,33 min
LIN-WLD-02-8,PRD-CHS-010-8,2025-12-05,1240,1171,8 min
LIN-CNC-02-10,PRD-FLG-880-10,2024-03-19,2146,2096,130 mins
LIN-PRS-01-2,PRD-PLT-005-2,2024-07-25,4307,4016,4
LIN-EDR-01-9,PRD-STA-320-9,2024-02-29,983,971,22
LIN-PRS-01-9,,2025-12-26,,,Line Maintenance
LIN-CNC-01-7,PRD-FLG-880-7,2026-04-01,1466,1442,2.8 hrs
LIN-EDR-01-10,PRD-STA-320-10,2025-08-13,1474,1388,142
LIN-PNT-01-6,PRD-HSG-450-6,2026-04-16,2062,2013,122 mins
LIN-EDR-01,PRD-STA-320,2025-09-23,1056,1038,80
LIN-PRS-01-7,PRD-PLT-005-7,2025-10-03,3025,2753,38 min
LIN-CNC-01-8,PRD-VAL-101-8,2024-02-12,1545,1488,4
LIN-WLD-02,PRD-CHS-010,2025-02-04,1282,1245,24
LIN-WLD-01-6,PRD-CHS-010-6,2025-12-29,838,817,19
LIN-WLD-02-7,PRD-PLT-005-7,2025-03-19,906,868,1
LIN-CNC-01-9,PRD-FLG-880-9,2026-02-23,1801,1689,7
LIN-CNC-02-10,PRD-FLG-880-10,2024-06-14,2631,2569,33
LIN-PNT-01,PRD-FLG-880,2025-10-09,2720,2573,20 min
LIN-CNC-02-4,PRD-FLG-880-4,2024-03-08,2489,2254,5 min
LIN-WLD-01,PRD-CHS-010,2025-12-02,855,842,46
LIN-WLD-01-2,PRD-CHS-010-2,2026-04-02,1016,987,189 mins
LIN-PRS-01-8,PRD-BRK-220-8,2026-02-28,1061,934,30
LIN-PRS-01-10,PRD-BRK-220-10,2024-02-06,3167,2929,144
LIN-WLD-02,PRD-CHS-010,2025-11-25,1266,1240,17
LIN-PRS-01-6,PRD-BRK-220-6,2025-01-22,2935,2698,42 min
LIN-WLD-01-8,PRD-CHS-010-8,2025-10-08,1111,1057,13 min
LIN-PRS-01-10,PRD-BRK-220-10,2025-05-22,3730,3714,1.5 hrs
LIN-EDR-02-4,PRD-MOT-500-4,2025-10-10,1398,1353,110 mins
LIN-CNC-01-5,PRD-VAL-101-5,2026-03-06,1468,1368,46
LIN-WLD-01-5,PRD-CHS-010-5,2025-08-06,768,701,8
LIN-PRS-01-7,PRD-PLT-005-7,2024-01-25,2499,2417,15 min
LIN-EDR-02-6,PRD-MOT-500-6,2025-02-19,1735,1608,42
LIN-WLD-02-7,PRD-PLT-005-7,2025-07-30,1135,1088,20 min
LIN-PNT-01-4,PRD-FLG-880-4,2024-10-08,2464,2460,18 min
LIN-PNT-01-2,PRD-HSG-450-2,2024-04-29,2374,2358,114
LIN-CNC-02-4,,2024-03-10,,,Line Maintenance
LIN-WLD-02-4,PRD-CHS-010-4,2024-02-02,1192,1149,13
LIN-WLD-02-10,PRD-PLT-005-10,2024-01-20,378,354,100 mins
LIN-CNC-02-3,PRD-FLG-880-3,2024-11-28,1669,1645,8 min
LIN-EDR-02-6,PRD-MOT-500-6,2024-07-30,1478,1473,26 min
